IDS,root,Reply,meta reply
58,,GHORCOBAIN Cumple con las leyes y apechuga como hombre PAGA LAS COSTAS PERDISTE. Tu eres el unico inmoral.,
58,,"ManuelBarreraQ Chuta, apareció <COREF CAD=1 IDE=1>la mierda</COREF> oportunista!!",
58,,"benja_dk <COREF CAD=2 IDE=1>General, paguele las 5 Lucas a la mamá de <COREF CAD=1 IDE=2>este weon</COREF> pa' que no siga llorando",
59,CNNEE Difunden<COREF CAD=1 IDE=1> video</COREF> de la <COREF CAD=2 IDE=2>golpiza</COREF> que <COREF CAD=3 IDE=3>el beisbolista venezolano Danry Vásquez</COREF> dio a <COREF CAD=4 IDE=4>su novia</COREF> ,,
59,,Jhonayquer Por <COREF CAD=3 IDE=1>imbéciles como ese individuo</COREF> es que se mancha la honra e imagen de los verdaderos varones.,
59,,colomural <COREF CAD=3 IDE=1>Ciérrenle</COREF> TODAS las puertas al deporte beisbolero... de esa forma será la mejor manera de demostrar que USA no tiene doble moral,
59,,"mariapbrion Inaceptable lo deshonrá como <COREF CAD=3 IDE=1>hombre, pelotero y como venezolano</COREF>. Repugnante e imperdonable <COREF CAD=2 IDE=2>ese comportamiento.</COREF>",
59,,andrea_pmq Espero que el mundo del deporte tome medidas SEVERAS con <COREF CAD=3 IDE=1>esta cosa que se hace llamar ser humano</>COREF pero actúa no como animal sino como bestia,
59,,DylanMe76 Espero q <COREF CAD=4 IDE=1>ella</COREF> tenga dignidad y se aleje de <COREF CAD=3 IDE=2>ese animal.</COREF>,
59,,sissymarie81 Que verguenza!!! Animalada!!!,
59,,"EvelynAbreu4 COMO VENEZOLANA ME SIENTO AVERGONZADA, DIOS MIO QUE HORROR, QUE<COREF CAD=3 IDE=1> BASURA.</COREF>",
59,,riwilo2002 <COREF CAD=3 IDE=1>Cobarde hdlgp!</COREF>,
59,,fxortiz Que clase de <COREF CAD=3 IDE=1>puerco!</COREF>,
59,,"JossieGuzman<COREF CAD=3 IDE=1> Estupido abusador!</COREF> Y <COREF CAD=4 IDE=2>ella</COREF> es una tonta aguantadora por recibir limosnas de amor perverso y los pocos centavos que el le da! Lo mejor de todo es que después del los puñetazos, el recoge el bolso y levanta los lentes y hasta se los coloca como si fuera un caballero!",
59,,Fericit_ Que se los frían y luego a los puercos.,
59,,conniebogota ¡Justicia!,
59,,julilaspina64 Que <COREF CAD=3 IDE=1>animal.</COREF>,
59,,jc_morales2017 muy mal hecho.. a las mujeres no se le da,
59,,"mikepantoja1972 Esto es mas de fondo, dale algo ( poder , dinero ) alguien que no sabe ni leer y no tuvo una educación en casa y pasa esto!! Es amplio el espectro para el mundo del deporte , dobles morales en todo el mundo, esto es indignante y lo peor e",
59,,"titinacornaglia Que<COREF CAD=3 IDE=1> atorrante</COREF>, deberian expulsarlo del equipo y que no pueda jugar mas en ningun sitio",
59,,pollitoisa Como se le dice en Venezuela a los maricas pendejos que le pegan a las mujeres?,
59,,CarlosSkndon Bueno alegrense q nadie<COREF CAD=3 IDE=>1 lo</COREF> contratara Jamas eso es <COREF CAD=3 IDE=2>su</COREF> pago por semejante idiotez,
59,,pupisantana70 Otro trumpista.,
59,,victorhu2011 Ese es<COREF CAD=3 IDE=1> un triple hijo de puta</COREF>,
59,,Alexddlr Ojalá la @MLB <COREF CAD=3 IDE=1>lo</COREF> vete de por vida y si no sabotear al equipo <COREF CAD=3 IDE=2>donde juegue</COREF>,
59,,luchomangones <COREF CAD=3 IDE=1>Mándenlo</COREF> para venezuela para que mame hambre,
59,,"JohnjairoPrieto Dios santo bendito no puede ser posible q se actue de esta manera contra<COREF CAD=4 IDE=1> una mujer</COREF>; no importa quien sea una mujer no se toca ni con el petalo de una rosa ""decia mi padre""",
59,,Viquit73 preso tiene q estar <COREF CAD=3 IDE=1>ese cobarde poco hombre</COREF>,
59,,silgas91 Vergüenza!  Go home !,
59,,neil_st_paz EU. Hace mal. Deporta a gente que trabaja y lucha por su familia. No le dan chance a disculparse. porque??? Y<COREF CAD=3 IDE=1> este deportista </COREF>se disculpa y lo premian dejándolo y buscado otro equipo. Esa es la doble moral que infunde EU. Pero bueno. Se tiene,
59,,cuaimayo Insisto a batazo limpio hay q agarrar a <COREF CAD=3 IDE=1>ese HDP!</COREF>,
59,,rodr29062906 <COREF CAD=3 IDE=1>Que lo</COREF> procesen por violencia doméstica...lamentable,
59,,"normisgam <COREF CAD=3 IDE=1>Desgraciado, basura</COREF> y creo no hay palabras para insultar a <COREF CAD=3 IDE=2>este pobre diablo</COREF> porque Dios no nos hizo con la misma fuerza que los hombres haber si así nos atacarían",
59,,adrianarubio18 La vida <COREF CAD=3 IDE=1>ya le</COREF> cobro factura.,
59,,Sicfric <COREF CAD=3 IDE=1>Mardito... Poco hombre</COREF> .que vergüenza,
59,,mariaan90878543 <COREF CAD=3 IDE=1>Cobarde</COREF> agresion... un <COREF CAD=3 IDE=2>femicida</COREF> en potencia.,
59,,ElbofoF4 Si fuera el padre o hermano de <COREF CAD=4 IDE=1>esa muchacha <COREF CAD=3 IDE=2>le </COREF>reviento la poca madre a <COREF CAD=3 IDE=3>ese deswebado</COREF>,
59,,"HUERTACASTELBLA Ayyy Dios, pero <COREF CAD=3 IDE=1>que bestia</COREF>.",
59,,peyton123z Que maldito desgraciado y cobarde aunque pida una disculpa eso no tiene disculpa alguna pero no entiendo porque una mujer permite tanto...,
59,,"DanyZ_Z <COREF CAD=3 IDE=1>Que le den</COREF> en los huevos<COREF CAD=3 IDE=2> a ver si le gusta, canalla.</COREF>",
59,,juliegaviria un hombre que golpea una vez aunque pida perdon suele recaer en este tipo de conductas y mas aun viendo la magnitud del daño ocasionado,
59,,nestorj41013210<COREF CAD=4 IDE=1> ella le gusta</COREF> eso por la plata y decir que es<COREF CAD=4 IDE=2> la novia</COREF> de<COREF CAD=3 IDE=3> un pelotero</COREF> se la aguanta es como los judío las esposa las tienen como esclava hasta le lavan los carros a los maridos y siguen ahí por la plata les gusta,
59,,Danielckx Por respeto a <COREF CAD=4 IDE=1>la víctima</COREF> <COREF CAD=1 IDE=2>el vídeo</COREF> no se debería difundir. Es más publicidad para <COREF CAD=3 IDE=3>esta escoria de ser humano</COREF>,
59,,cardena_saudy Pero que<COREF CAD=3 IDE=1> cobarde</COREF> porque no leda a un hombre que si sebas adefender.,
59,,rosaenriquez1 Increíble.  La violencia de género ahora la resuelven con una multa.  Con razón es tan fácil cometer femicidios!,
59,,"thewoman1211 La violencia no tiene nacionalidad.<COREF CAD=3 IDE=1> Es un ser repugnante él </COREF>y todos los que actuan asi ya sea contra mujeres,  niños,  gente mayor, animales u otros hombres.",
59,,GM_Navarrete <COREF CAD=3 IDE=1>Desgraciado infeliz.</COREF> Que disculpas ni que disculpas. Preso debiera estar.,
59,,eriklimon Cuánto a que regresa con<COREF CAD=3 IDE=1> él porque lo ama?</COREF>,
59,,AlexandraRosasV Mucho Gamin,
59,,Carolin55279316 <COREF CAD=3 IDE=1> El venezolano es un poco intolerante.</COREF> Los que están aquí. Como refugiados son impertinentes.,
59,,FdezKendra Difundan para que pague con creces lo que hizo <COREF CAD=3 IDE=1>ese sin cerebro.</COREF>,
59,,giuca2000 <COREF CAD=3 IDE=1>Maldito  hdp</COREF>,
59,,jukamos Digan la verdad<COREF CAD=4 IDE=1> le estaba</COREF> matando un piojo jajajajajjajajaja,
59,,Nando_Soriano<COREF CAD=3 IDE=1> Cobarde y poco hombre</COREF>. Varón que golpea a una mujer no es ni será confiable. <COREF CAD=3 IDE=2>Merecido tiene</COREF> todo lo que le pasa. Virtud <COREF CAD=3 IDE=3>no tiene</COREF> ninguna.,
59,,"IrmaMadariaga <COREF CAD=3 IDE=3>Poco hombre y es deportista</COREF>, que verguenza!",
59,,migue_EGM Que<COREF CAD=3 IDE=1> le cancelen</COREF> el contrato y <COREF CAD=3 IDE=2>le quiten la ciudadania</COREF> y PUM DEPORTADO!,
59,,"cibautis <COREF CAD=4 IDE=1>Pobre chica</COREF>, cuantas mujeres sometidas hay en el mundo",
59,,Spar67 Fuera del deporte ;<COREF CAD=3 IDE=1> este cretino</COREF> merece el repudio de todos,
59,,RuthSReal Quién lo hubiera imaginado,
59,,almalopez14 ¿y como es que no está preso <COREF CAD=3 IDE=1>este salvaje</COREF>???,
59,,rojas_alfredo Preso por mmg,
59,,"ElBuhootto Lo que no parece justo, de todos esos reportes, es que nunca, nunca, jamás, dan el contexto del hecho. No justifico en lo más mínimo la agresión <COREF CAD=3 IDE=1>del pelotero</COREF>. Pero toda moneda tiene dos caras. ",
59,,alopu88 Violencia en todo sentido debe de ser censurada #NiUnaMas #noalaviolencia,
59,,GaldamezNixon Acto de <COREF CAD= IDE=>un cobarde.</COREF> Ojalà y termine<COREF CAD= IDE=> su carrera.</COREF>,
59,,adrl1978 Cuando<COREF CAD= IDE=> el tenga</COREF> 60 año las pequeñas ligas<COREF CAD= IDE=> lo</COREF> van a contratar d nuevo pero es para q sea<COREF CAD= IDE=> el mascota del equipo</COREF>,
59,,Mairim_Meza Y con unas disculpas se arregla todo? se cura<COREF CAD=3 IDE=1> él? </COREF>Porque eso es de <COREF CAD=3 IDE=2>un enfermo! Eso es un delito no? Agredir así a <COREF CAD=4 IDE=3>una persona</COREF> deberían haberlo suspendido definitivamente de la liga! Las personas así no cambian!,
59,,"Gc_Jhonny Si. Sabemos que<COREF CAD=3 IDE=1> está mal lo que ha hecho</COREF>.. pero piensen un poco, esto pasa prácticamente todo el tiempo (Y no me estoy refiriendo<COREF CAD=3 IDE=2> a esta persona</COREF>) me refiero a que en todo el mundo sucede esto, y sólo por ser <COREF CAD=3 IDE=3>alguien ""conocido"" </COREF>aprovechan la gen",
59,,"Gc_Jhonny Para tirar basura y ganar lectores, si pensáis un poco hay casos peores que probablemente nadie o la mayoría de personas no sabían q sucedia",
59,,sekhmet_e <COREF CAD=3 IDE=1>Cobarde</COREF>,
59,,nedellyss Hasta que no mate a alguna mujer no hacen algo,
59,,dagoavila Indignante.,
59,,"Ogram1623 Porque hasta <COREF CAD= IDE=>un bicho rastrero</COREF> aún siendo el más....comparado contigo se queda muy chiquito. Nada justifica el maltrato a<COREF CAD=4 IDE=2> la mujer</COREF>, espero quienes lo vean se alejen de <COREF CAD=3 IDE=3>ese poco hombre.</COREF> Gallina que come huevos aunque se le queme el pico.",
59,,agustinvaldes51<COREF CAD=3 IDE=1> Un gran HP</COREF> métanlo preso,
59,,NinaJoy84 Cavernicolas del siglo XXI,
59,,CarlosGCB Aqui esta <COREF CAD=3 IDE=1>su instagram</COREF> @danry13,
59,,jjnhe <COREF CAD=3 IDE=1>HDP</COREF>,
59,,"enriqueleviiz <COREF CAD=3 IDE=1>Danry Vásquez</COREF> ae, no fue tu culpa <COREF CAD=4 IDE=2>es una puta</COREF> lo hiciste bien!",
59,,camposaguirre14 Que<COREF CAD=3 IDE=1> lo castiguen!</COREF>,
59,,JlquinteroJorge Ya va: Violencia es VIOLENCIA. Pero aquí hay que acotar que eso sucedió en 2016. Que<COREF CAD=3 IDE=1> el se declaró culpable</COREF> <COREF CAD=2 IDE=2>de ese hecho</COREF> en su momento de arresto. Entonces porq los medios no hicieron todo este proceso sino 2 años después. Cometes un gravisimo error! Si! Pero no puedes mejorar?,
59,,droscarale <COREF CAD=3 IDE=1>Cobarde</COREF>,
59,,Jiejis1 Que<COREF CAD=3 IDE=1> pobre tipo!</COREF>,
59,,awu79 Siguiendo los pasos de Miguel Cabrera ... Sera que Venezuela pueda ofrecer algo bueno de nuevo al mundo?,
59,,magneritcs <COREF CAD=3 IDE=1>Salvaje se le jodio la carrera</coref> por<COREF CAD=3 IDE=2> patan</COREF>,
59,,oamalagon <COREF CAD=3 IDE=1>Hpppppp....</COREF>,
59,,"Fulgenciorangel Hay humanos del sexo masculino que en sus más profundos sentimientos, odian a las féminas, ese es el resultado, la agresión, <COREF CAD=3 IDE=1>su mamá</COREF> lo debe de haber maltrato de niño, o no creció con <COREF CAD=3 IDE=2>su papá.</COREF>",
59,,javier42138100<COREF CAD=3 IDE=1> Eres una basura como hombre</coref> lo hace porque sabe que con alguien del mismo sexo no podria hacer lo mismo ojala<COREF CAD=3 IDE=2> le lleguen los twits para que sepa lo niña que es y ojala <COREF CAD=4 IDE=3>la women no se deje que lo demande y <COREF CAD= IDE=>lo haga pedir perdon de rodillas</COREF>,
59,,"mariliMesa <COREF CAD=3 IDE=1>Abusador, canalla</COREF>",
59,,maritzariverov2<COREF CAD=3 IDE=1> Que hijo de su canallada</COREF> abusador a las mujeres se les respeta y no se les golpea,
59,,octaviorabago Sí andaba de cascos sueltos....,
59,,"octaviorabago Perdón, no había visto<COREF CAD=1 IDE=1> el vídeo</COREF>, <COREF CAD=3 IDE=2>es un cobarde</COREF>",
59,,Magdale18078249 <COREF CAD=3 IDE=1>ESTE TIPO PRESO!!!!!</COREF>,
59,,Maria01531002 Que horror,
59,,"Catalin66452436<COREF CAD=3 IDE=> un patan, un tipo sin cultura, sin ética,</COREF> los engrandecen por ser deportistas",
59,,angelbelli_ <COREF CAD=3 IDE=1>Se pasó este tipo</COREF>.... que<COREF CAD=3 IDE=2> poco hombre</COREF>..por Dios...,
59,,SINCHULANCHA Para q taison l d una igual para q vea lo q se siente,
59,,jorgsal17 Jamas<COREF CAD=3 IDE=1> lo deben</COREF> contratar en algun equipo.<COREF CAD=3 IDE=2> Basura.</COREF>,
59,,julioagonzalezl <COREF CAD=3 IDE=1>Preso debe ir</COREF,
59,,winterishear <COREF CAD=3 IDE=1>Rata</COREF>,
59,,"Sumercequeopina ¿Y la policía ya detuvo a<COREF CAD=3 IDE=1> este ""adalid"" </COREF>deportivo?",
59,,marieclaireae Qué situación más espantosa @3rendiraa,
59,,3rendiraa Qué horror. Y luego <COREF CAD=3 IDE=1>una persona</COREF> que por su trabajo cuenta con capacidades físicas de por sí superiores.,
59,,"Tunlomeli Vencer a <COREF CAD=3 IDE=1>su ""ego"" es lo difícil en<COREF CAD=3 IDE=2> este señor.",
59,,ManPellecer<COREF CAD=3 IDE=1> perro</COREF>,
59,,manuelp_143<COREF CAD=3 IDE=1> Basura</COREF>,
59,,HernanJr13 <COREF CAD=3 IDE=1>Se le </COREF>acabo la carrera en USA.,
59,,"Alicea54<COREF CAD=3 IDE=1> Lo deben suspender</COREF> de por vida del baseball de cualquier nivel,inclusive el de los callejones,<COREF CAD=4 IDE=2>ella</COREF> necesita ayuda,pero para ahora;el perfil de ella dice que este abuso físico y violento no es la primera vez.",
59,,"MrPapayi Ok ok, pero porque fue tanto coraje <COREF CAD=4 IDE=1>hacia ella?</COREF> <COREF CAD=3 IDE=2>Le puso</COREF> los cuernos con algún compañero o aficionado???",
59,,LuisFig57054718 <COREF CAD=3 IDE=1>Poco hombre</COREF> eso no se debe Acer que lo metan ala cárcel,
59,,miaanow <COREF CAD=3 IDE=1>Rata de dos patas</COREF>,
59,,dagni_l Este <COREF CAD=3 IDE=1>HDp </COREF>deberán meterlo con el negro de WhatsApp pa que lo traten como se merece,
59,,soledpeti Terrible <COREF CAD=3 IDE=1>debió</COREF> tener una mayor sanción. <COREF CAD=3 IDE=2>Salvajes</COREF> así nunca cambian. Ojalá <COREF CAD=3 IDE=3>lo golpeen</COREF> igual para que <COREF CAD=3 IDE=4>sienta</COREF> el mismo dolor. <COREF CAD= IDE=>Merece el repudio de todos,
59,,"diegoreal321 Bravooooooo <COREF CAD=3 IDE=1>nadie lo acepta,maldito cobarde</COREF>",
59,,jalmiller291 Que mas se puede esperar de los venezolanos ante las mujeres son unos machos pero ante un hombre que les quiebra,
59,,"Rosapemuz<COREF CAD=3 IDE=1> Marica</COREF>, fácil es golpear a una mujer, y puedo apostar q a un hombre ni le habla fuerte <COREF CAD=3 IDE=2>el maricon ese</COREF>",
59,,"Danygtx<COREF CAD=3 IDE=1> Basura, es un basura</COREF> golpeando a una mujer",
59,,edmundito1979 Ojalá <COREF CAD=3 IDE=1>le</COREF> sienten la mano a <COREF CAD=3 IDE=2>este Maricon</COREF>,
59,,AdrinLp93507006 Así son <COREF CAD=3 IDE=1>los cobardes </COREF> en su máxima dimensión,
59,,chumileric Que<COREF CAD=3 IDE=1> hijo de la chingada</COREF> por no decir otra cosa,
59,,"LomboLuisa <COREF CAD=3 IDE=1>Animal </COREF>no es porque ellos son mejores que algunas porquerías de humanos, algo así debería castigarse con mas severidad! Solo da asco <COREF CAD=3 IDE=2>este hp!</COREF>",
59,,"Budaenperu Hagámoslo viral, <COREF CAD=3 IDE=1>este desgraciado</COREF> merece todo el repudio público",
60,DFinanciero <COREF CAD=1 IDE=1>Presidente Maduro</COREF> sube 58% <COREF CAD=2 IDE=2>el sueldo mínimo </COREF>y <COREF CAD=2 IDE=3>lo ubica</COREF> en <COREF CAD=3 IDE=4>unos US$ 11</COREF> ,,
60,,JustoPreciso Que opinan @camila_vallejo y @Karolcariola  ?,
60,,,_YoP_ Que es culpa del Imperio 🇺🇸
60,,iC_A_D ¿Cuándo llegará el día en como sociedad nos organizamos y proscribamos este tipo de trastorno ideológico político?. Ya se sabe que marxismo y derivados no funcionan ni son aplicables a realidad. ¿Hasta cuándo millones deben sufrir por culpa de <COREF CAD=1 IDE=1>políticos psicóticos</COREF> y sociópatas?.,
60,,"rgoguzman <COREF CAD=2 IDE=1>11 dólares al mes</COREF>, uno de los países más ricos en recursos de latinoamerica, que vergüenza<COREF CAD=1 IDE=2> NicolasMaduro</COREF> , lograste hundir un país entero en tiempo récord.",
60,,"RodFontecilla Si, tendrán muchos <COREF CAD=3 IDE=1>billetes </COREF>en los bolsillos pero nada que comprar.",
60,,"sedanivi Escucha Chile, el gob socialista de Venezuela, tan admirado y defendido por Comunistas, FA,Navarrito y la fronda zurda de Chile, fija <COREF CAD=2 IDE=1>suero en</COREF><COREF CAD=2 IDE=2> US 11.- $6.600.-</COREF>",
60,,socrates2002 En chile no alcanzaría para 4 hilos de pan corriente.,
60,,Coke_SotoPa Hasta yo q no sé sumar ni dividir podría manejar mejor la economía venezolana q <COREF CAD=1 IDE=1>ese saco’e weas d Maduro</COREF>,
